agreement_type,agreement,signed,entered_into_force,eoi,PARTNER_COUNTRY_CODE,PARENT_COUNTRY_CODE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BGR,SYC
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,SYC
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CAN,SYC
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYM,SYC
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,SYC
TIEA,TIEA KY SC,2014-02-12,,On Request,CYM,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHL,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHN,SYC
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,SYC
DTC,DTC CN SC,1999-08-26,2000-01-17,Uncertain,CHN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,COL,SYC
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,SYC
DTC,DTC CD SC,2012-08-12,,Uncertain,COD,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,COK,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CRI,SYC
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HRV,SYC
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CUW,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYP,SYC
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,SYC
DTC,DTC CY SC,2006-06-28,2006-10-27,Uncertain,CYP,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CZE,SYC
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DNK,SYC
TIEA,TIEA DK SC,2011-03-30,2012-07-28,On Request,DNK,SYC
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,EST,SYC
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,SYC
DTC,DTC ET SC,2012-07-14,2014-01-01,Uncertain,ETH,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRO,SYC
TIEA,TIEA FO SC,2011-03-30,2012-05-14,On Request,FRO,SYC
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FIN,SYC
TIEA,TIEA FI SC,2011-03-30,2012-11-22,On Request,FIN,SYC
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRA,SYC
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,SYC
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,SYC
TIEA,TIEA GE SC,2015-09-29,,On Request,GEO,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DEU,SYC
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GHA,SYC
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,SYC
DTC,DTC GH SC,2014-05-20,,Uncertain,GHA,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GIB,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRC,SYC
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRL,SYC
TIEA,TIEA GL SC,2011-03-30,2012-05-14,On Request,GRL,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GRD,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GGY,SYC
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,SYC
TIEA,TIEA GG SC,2011-12-20,2012-07-22,On Request,GGY,SYC
DTC,DTC GG SC,2014-01-27,,Uncertain,GGY,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HUN,SYC
Multilateral,MCON-Amend ,2015-03-01,2015-03-01,On Request,HUN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ISL,SYC
TIEA,TIEA IS SC,2011-03-30,2012-05-14,On Request,ISL,SYC
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IND,SYC
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,IDN,SYC
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,SYC
DTC,DTC ID SC,1999-09-27,2000-04-20,Uncertain,IDN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IRL,SYC
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IMN,SYC
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,SYC
DTC,DTC IM SC,2013-03-28,2013-12-16,Uncertain,IMN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ITA,SYC
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,JPN,SYC
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,JEY,SYC
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,SYC
DTC,DTC JE SC,2015-07-28,,Uncertain,JEY,SYC
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,SYC
DTC,DTC KE SC,2014-05-17,2015-04-09,Uncertain,KEN,SYC
DTC,DTC KW SC,2010-12-07,,Uncertain,KWT,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LVA,SYC
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LVA,SYC
DTC,DTC LS SC,2011-09-05,,Uncertain,LSO,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LIE,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LTU,SYC
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LUX,SYC
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,SYC
DTC,DTC LU SC,2012-06-04,2013-08-19,Uncertain,LUX,SYC
DTC,DTC MW SC,2012-09-06,,Uncertain,MWI,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MYS,SYC
DTC,DTC MY SC,2003-12-03,2006-07-10,Uncertain,MYS,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MLT,SYC
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MHL,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MUS,SYC
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,SYC
DTC,DTC MU SC,2012-08-18,,Uncertain,MUS,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MEX,SYC
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,SYC
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MCO,SYC
DTC,DTC MC SC,2010-01-04,2013-01-01,Uncertain,MCO,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MSR,SYC
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,SYC
DTC,DTC MZ SC,2012-08-12,,Uncertain,MOZ,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NLD,SYC
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,SYC
TIEA,TIEA NL SC,2010-08-04,2012-09-01,On Request,NLD,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,NZL,SYC
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,SYC
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NIU,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NOR,SYC
TIEA,TIEA NO SC,2011-03-30,2012-05-14,On Request,NOR,SYC
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,SYC
DTC,DTC OM SC,2003-09-13,2004-01-20,Uncertain,OMN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,POL,SYC
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,PRT,SYC
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,SYC
DTC,DTC QA SC,2006-07-01,2009-08-09,Uncertain,QAT,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ROU,SYC
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,SYC
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,LCA,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,VCT,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,WSM,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SMR,SYC
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,SYC
DTC,DTC SC SM,2012-09-28,2013-05-30,Uncertain,SMR,SYC
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,SYC
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,SYC
DTC,DTC SC SG,2014-07-09,2015-12-18,Uncertain,SGP,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,SXM,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVK,SYC
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVN,SYC
Multilateral,MCON-Amend ,2011-06-01,2011-06-01,On Request,SVN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ZAF,SYC
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,SYC
DTC,DTC SC ZA,1998-08-26,2002-03-07,Uncertain,ZAF,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,KOR,SYC
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,SYC
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,SYC
DTC,DTC LK SC,2011-11-07,,Uncertain,LKA,SYC
DTC,DTC SC SZ,2012-10-16,2015-02-11,Uncertain,SWZ,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,SYC
TIEA,TIEA SC SE,2011-03-30,2013-10-16,On Request,SWE,SYC
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,SYC
TIEA,TIEA CH SC ,2014-05-26,2015-08-10,On Request,CHE,SYC
DTC,DTC SC TZ,2012-08-12,,Uncertain,TZA,SYC
DTC,DTC SC TH,2001-04-26,2006-04-14,Uncertain,THA,SYC
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,SYC
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,SYC
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,SYC
DTC,DTC AE SC,2006-09-18,2007-04-23,Uncertain,ARE,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,SYC
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,SYC
FATCA,FATCA US SC,,2014-06-30,Automatic,USA,SYC
DTC,DTC SC VN,2005-10-04,2006-07-07,Uncertain,VNM,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,SYC
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,SYC
DTC,DTC SC ZM,2008-02-05,2012-06-04,Uncertain,ZMB,SYC
DTC,DTC SC ZW,2002-08-06,,Uncertain,ZWE,SYC
DTC,DTC CN SD,1997-05-30,1999-02-09,Uncertain,CHN,SDN
DTC,DTC IN SD,2003-10-22,2004-04-15,Uncertain,IND,SDN
DTC,DTC ID SD,1998-02-10,2001-01-01,Uncertain,IDN,SDN
DTC,DTC KW SD,2001-07-04,2004-09-06,Uncertain,KWT,SDN
DTC,DTC MY SD,1993-10-07,2002-12-18,Uncertain,MYS,SDN
DTC,DTC MR SD,2009-12-22,,Uncertain,MRT,SDN
DTC,DTC RO SD,2007-05-31,2009-11-14,Uncertain,ROU,SDN
DTC,DTC SD ZA,2007-11-07,,Uncertain,ZAF,SDN
DTC,DTC KR SD,2004-04-09,,Uncertain,KOR,SDN
DTC,DTC SD TR,2001-08-26,2005-01-31,Uncertain,TUR,SDN
DTC,DTC AE SD,2001-03-15,2001-11-28,Uncertain,ARE,SDN
DTC,DTC GB SD,1975-03-08,1977-10-08,Uncertain,GBR,SDN
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,SWE
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,SWE
DTC,DTC AL SE,1998-03-26,1999-02-09,Uncertain,ALB,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,SWE
TIEA,TIEA AD SE,2010-02-24,2011-02-11,On Request,AND,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,SWE
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,SWE
TIEA,TIEA AI SE,2009-12-14,2011-06-01,On Request,AIA,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,SWE
TIEA,TIEA AG SE,2010-05-19,2013-06-01,On Request,ATG,SWE
DTC,DTC AG SE,1963-08-20,1961-01-01,Uncertain,ATG,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ARG,SWE
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,SWE
DTC,DTC AR SE,1995-05-31,1997-05-10,Uncertain,ARG,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,SWE
TIEA,TIEA AW SE,2009-09-10,2011-06-02,On Request,ABW,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,SWE
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,SWE
DTC,DTC AU SE,1981-01-14,1981-09-04,Uncertain,AUS,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,SWE
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,AUT,SWE
DTC,DTC AT SE,1959-10-14,1959-12-29,Uncertain,AUT,SWE
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,SWE
Multilateral,MCON-Orig,2004-10-01,2004-10-01,On Request,AZE,SWE
DTC,DTC AZ SE,1988-01-25,1994-10-01,Uncertain,AZE,SWE
TIEA,TIEA BS SE,2010-03-10,2010-12-24,On Request,BHS,SWE
TIEA,TIEA BH SE,2011-10-14,,On Request,BHR,SWE
DTC,DTC BD SE,1982-05-03,1983-08-19,Uncertain,BGD,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,SWE
DTC,DTC BB SE,1991-07-01,1991-12-01,Uncertain,BRB,SWE
DTC,DTC BY SE,1994-03-10,1994-12-28,Uncertain,BLR,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,SWE
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,BEL,SWE
Multilateral,MCON-Orig,2000-12-01,2000-12-01,On Request,BEL,SWE
DTC,DTC BE SE,1991-02-05,1993-02-24,Uncertain,BEL,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,SWE
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,SWE
TIEA,TIEA BZ SE,2010-09-15,,On Request,BLZ,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BMU,SWE
TIEA,TIEA BM SE,2009-04-16,2009-12-25,On Request,BMU,SWE
DTC,DTC BO SE,1994-01-14,1995-10-04,Uncertain,BOL,SWE
DTC,DTC BA SE,1980-06-18,1982-01-01,Uncertain,BIH,SWE
DTC,DTC BW SE,1982-10-19,1992-12-18,Uncertain,BWA,SWE
DTC,DTC BR SE,1975-04-25,1975-12-29,Uncertain,BRA,SWE
TIEA,TIEA BN SE,2012-06-27,,On Request,BRN,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BGR,SWE
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,BGR,SWE
DTC,DTC BG SE,1988-06-21,1988-12-28,Uncertain,BGR,SWE
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CAN,SWE
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,SWE
DTC,DTC CA SE,1996-08-27,1997-12-23,Uncertain,CAN,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYM,SWE
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,SWE
TIEA,TIEA KY SE,2009-04-01,2009-12-27,On Request,CYM,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHL,SWE
DTC,DTC CL SE,2004-06-04,2005-12-30,Uncertain,CHL,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHN,SWE
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,SWE
DTC,DTC CN SE,1986-05-16,1987-01-03,Uncertain,CHN,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,COL,SWE
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,COK,SWE
TIEA,TIEA CK SE,2009-12-16,2011-10-06,On Request,COK,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CRI,SWE
TIEA,TIEA CR SE,2011-06-29,2015-07-08,On Request,CRI,SWE
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HRV,SWE
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,HRV,SWE
DTC,DTC HR SE,1980-06-18,1981-12-16,Uncertain,HRV,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CUW,SWE
TIEA,TIEA CW SE,2009-09-10,2011-04-20,On Request,CUW,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYP,SWE
Multilateral,MCON-Orig,2015-04-01,2015-04-01,On Request,CYP,SWE
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,CYP,SWE
DTC,DTC CY SE,1988-10-25,1989-11-13,Uncertain,CYP,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CZE,SWE
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,CZE,SWE
DTC,DTC CZ SE,1979-02-16,1980-10-08,Uncertain,CZE,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DNK,SWE
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,DNK,SWE
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,DNK,SWE
TIEA,TIEA DK SE,1989-12-07,1991-05-09,On Request,DNK,SWE
TIEA,TIEA DM SE,2010-05-19,,On Request,DMA,SWE
DTC,DTC EG SE,1994-12-26,1996-03-16,Uncertain,EGY,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,EST,SWE
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,EST,SWE
DTC,DTC EE SE,1993-04-05,1993-12-30,Uncertain,EST,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRO,SWE
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,SWE
Multilateral,MCON-Orig,2007-01-01,2007-01-01,On Request,FRO,SWE
TIEA,TIEA FO SE,1989-12-07,1991-05-09,On Request,FRO,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FIN,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,FIN,SWE
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,SWE
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,FIN,SWE
TIEA,TIEA FI SE,1989-12-07,1991-05-09,On Request,FIN,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRA,SWE
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,FRA,SWE
Multilateral,MCON-Orig,2005-09-01,2005-09-01,On Request,FRA,SWE
DTC,DTC FR SE,1990-11-27,1992-04-01,Uncertain,FRA,SWE
DTC,DTC GM SE,1993-12-08,1994-11-30,Uncertain,GMB,SWE
Multilateral,MCON-Orig,2011-06-01,2011-06-01,On Request,GEO,SWE
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DEU,SWE
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,SWE
Multilateral,MCON-Orig,2015-08-28,2015-08-28,On Request,DEU,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,DEU,SWE
DTC,DTC DE SE,1992-07-14,1994-10-13,Uncertain,DEU,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GHA,SWE
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GIB,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,GIB,SWE
TIEA,TIEA GI SE,2009-12-16,2010-07-03,On Request,GIB,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRC,SWE
Multilateral,MCON-Orig,2013-09-01,2013-09-01,On Request,GRC,SWE
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,GRC,SWE
DTC,DTC GR SE,1961-10-06,1963-08-20,Uncertain,GRC,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRL,SWE
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,GRL,SWE
TIEA,TIEA GL SE,1989-12-07,1991-05-09,On Request,GRL,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GRD,SWE
TIEA,TIEA GD SE,2010-05-19,2015-12-31,On Request,GRD,SWE
TIEA,TIEA GT SE,2012-05-15,,On Request,GTM,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GGY,SWE
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,SWE
TIEA,TIEA GG SE ,2008-10-28,2009-12-23,On Request,GGY,SWE
TIEA,TIEA HK SE,2014-08-22,,On Request,HKG,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HUN,SWE
Multilateral,MCON-Orig,2015-03-01,2015-03-01,On Request,HUN,SWE
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,HUN,SWE
DTC,DTC HU SE,1981-10-12,1983-01-01,Uncertain,HUN,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ISL,SWE
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,ISL,SWE
Multilateral,MCON-Orig,1996-11-01,1996-11-01,On Request,ISL,SWE
TIEA,TIEA IS SE,1989-12-07,1991-05-09,On Request,ISL,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IND,SWE
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,SWE
DTC,DTC IN SE,1997-06-24,1997-12-25,Uncertain,IND,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,IDN,SWE
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,SWE
DTC,DTC ID SE,1989-02-28,1989-09-27,Uncertain,IDN,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IRL,SWE
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,IRL,SWE
DTC,DTC IE SE,1986-10-08,1988-04-05,Uncertain,IRL,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IMN,SWE
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,SWE
TIEA,TIEA IM SE,2007-10-30,2008-12-27,On Request,IMN,SWE
DTC,DTC IL SE,1959-12-22,1960-06-03,Uncertain,ISR,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ITA,SWE
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,SWE
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,ITA,SWE
Multilateral,MCON-Orig,2006-05-01,2006-05-01,On Request,ITA,SWE
DTC,DTC IT SE,1980-03-06,1983-07-05,Uncertain,ITA,SWE
DTC,DTC JM SE,1985-03-13,1986-04-07,Uncertain,JAM,SWE
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,JPN,SWE
Multilateral,MCON-Orig,2013-10-01,2013-10-01,On Request,JPN,SWE
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,SWE
DTC,DTC JP SE,1999-02-19,1999-12-25,Uncertain,JPN,SWE
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,JEY,SWE
